agent_type,temperature_c,temperature_f,concentration_pct,flooding_factor_metric,flooding_factor_imperial,source
FK-5-1-12,82.222,180,7.0,0.845775,0.0528,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,7.0,0.831358,0.0519,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,7.0,0.818543,0.0511,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,7.0,0.804127,0.0502,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,7.0,0.791312,0.0494,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-28.889,-20,7.5,1.387199,0.0866,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-23.333,-10,7.5,1.351958,0.0844,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-17.778,0,7.5,1.31832,0.0823,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-12.222,10,7.5,1.286283,0.0803,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-6.667,20,7.5,1.255848,0.0784,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-1.111,30,7.5,1.227014,0.0766,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,4.444,40,7.5,1.199783,0.0749,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,10.0,50,7.5,1.172552,0.0732,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,15.556,60,7.5,1.146922,0.0716,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,21.111,70,7.5,1.122894,0.0701,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,26.667,80,7.5,1.100468,0.0687,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,32.222,90,7.5,1.078043,0.0673,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,37.778,100,7.5,1.055617,0.0659,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,43.333,110,7.5,1.036395,0.0647,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,48.889,120,7.5,1.015571,0.0634,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,54.444,130,7.5,0.996348,0.0622,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,60.0,140,7.5,0.978728,0.0611,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,65.556,150,7.5,0.961108,0.06,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,71.111,160,7.5,0.943487,0.0589,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,76.667,170,7.5,0.927469,0.0579,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,82.222,180,7.5,0.911451,0.0569,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,7.5,0.895432,0.0559,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,7.5,0.881015,0.055,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,7.5,0.866599,0.0541,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,7.5,0.853784,0.0533,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-28.889,-20,8.0,1.486513,0.0928,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-23.333,-10,8.0,1.449671,0.0905,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-17.778,0,8.0,1.412828,0.0882,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-12.222,10,8.0,1.37919,0.0861,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-6.667,20,8.0,1.347153,0.0841,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-1.111,30,8.0,1.315116,0.0821,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,4.444,40,8.0,1.286283,0.0803,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,10.0,50,8.0,1.257449,0.0785,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,15.556,60,8.0,1.230218,0.0768,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,21.111,70,8.0,1.204588,0.0752,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,26.667,80,8.0,1.178959,0.0736,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,32.222,90,8.0,1.154931,0.0721,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,37.778,100,8.0,1.132505,0.0707,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,43.333,110,8.0,1.11008,0.0693,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,48.889,120,8.0,1.089256,0.068,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,54.444,130,8.0,1.068432,0.0667,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,60.0,140,8.0,1.049209,0.0655,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,65.556,150,8.0,1.029987,0.0643,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,71.111,160,8.0,1.012367,0.0632,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,76.667,170,8.0,0.994747,0.0621,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,82.222,180,8.0,0.977126,0.061,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,8.0,0.961108,0.06,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,8.0,0.945089,0.059,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,8.0,0.929071,0.058,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,8.0,0.914654,0.0571,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-28.889,-20,8.5,1.589032,0.0992,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-23.333,-10,8.5,1.547384,0.0966,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-17.778,0,8.5,1.510541,0.0943,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-12.222,10,8.5,1.473699,0.092,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-6.667,20,8.5,1.438458,0.0898,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-1.111,30,8.5,1.404819,0.0877,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,4.444,40,8.5,1.374384,0.0858,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,10.0,50,8.5,1.343949,0.0839,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,15.556,60,8.5,1.315116,0.0821,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,21.111,70,8.5,1.286283,0.0803,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,26.667,80,8.5,1.260653,0.0787,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,32.222,90,8.5,1.235024,0.0771,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,37.778,100,8.5,1.209394,0.0755,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,43.333,110,8.5,1.186968,0.0741,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,48.889,120,8.5,1.164542,0.0727,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,54.444,130,8.5,1.142116,0.0713,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,60.0,140,8.5,0.112129,0.007,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,65.556,150,8.5,1.100468,0.0687,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,71.111,160,8.5,1.081246,0.0675,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,76.667,170,8.5,1.062024,0.0663,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,82.222,180,8.5,1.044404,0.0652,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,8.5,1.026784,0.0641,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,8.5,1.009163,0.063,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,8.5,0.993145,0.062,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,8.5,0.977126,0.061,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-28.889,-20,9.0,1.69155,0.1056,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-23.333,-10,9.0,1.6483,0.1029,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-17.778,0,9.0,1.606652,0.1003,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-12.222,10,9.0,1.568208,0.0979,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-6.667,20,9.0,1.531365,0.0956,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-1.111,30,9.0,1.496124,0.0934,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,4.444,40,9.0,1.462486,0.0913,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,10.0,50,9.0,1.430449,0.0893,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,15.556,60,9.0,1.400014,0.0874,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,21.111,70,9.0,1.369579,0.0855,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,26.667,80,9.0,1.342347,0.0838,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,32.222,90,9.0,1.315116,0.0821,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,37.778,100,9.0,1.287884,0.0804,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,43.333,110,9.0,1.263857,0.0789,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,48.889,120,9.0,1.239829,0.0774,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,54.444,130,9.0,1.215801,0.0759,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,60.0,140,9.0,1.193376,0.0745,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,65.556,150,9.0,1.172552,0.0732,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,71.111,160,9.0,1.151728,0.0719,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,76.667,170,9.0,1.130904,0.0706,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,82.222,180,9.0,1.111681,0.0694,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,9.0,1.092459,0.0682,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,9.0,1.074839,0.0671,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,9.0,1.057219,0.066,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,9.0,1.0412,0.065,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-28.889,-20,9.5,1.79567,0.1121,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-23.333,-10,9.5,1.749216,0.1092,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-17.778,0,9.5,1.705966,0.1065,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-12.222,10,9.5,1.664318,0.1039,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-6.667,20,9.5,1.625874,0.1015,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-1.111,30,9.5,1.58743,0.0991,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,4.444,40,9.5,1.552189,0.0969,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,10.0,50,9.5,1.51855,0.0948,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,15.556,60,9.5,1.484912,0.0927,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,21.111,70,9.5,1.454476,0.0908,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,26.667,80,9.5,1.424041,0.0889,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,32.222,90,9.5,1.395208,0.0871,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,37.778,100,9.5,1.367977,0.0854,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,43.333,110,9.5,1.340745,0.0837,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,48.889,120,9.5,1.315116,0.0821,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,54.444,130,9.5,1.291088,0.0806,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,60.0,140,9.5,1.26706,0.0791,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,65.556,150,9.5,1.244635,0.0777,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,71.111,160,9.5,1.222209,0.0763,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,76.667,170,9.5,1.199783,0.0749,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,82.222,180,9.5,1.180561,0.0737,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,9.5,1.159737,0.0724,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,9.5,1.140515,0.0712,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,9.5,1.122894,0.0701,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,9.5,1.103672,0.0689,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-28.889,-20,10.0,1.89979,0.1186,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-23.333,-10,10.0,1.851734,0.1156,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-17.778,0,10.0,1.805281,0.1127,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-12.222,10,10.0,1.762031,0.11,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-6.667,20,10.0,1.720383,0.1074,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,-1.111,30,10.0,1.680337,0.1049,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,4.444,40,10.0,1.643494,0.1026,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,10.0,50,10.0,1.606652,0.1003,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,15.556,60,10.0,1.571411,0.0981,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,21.111,70,10.0,1.539374,0.0961,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,26.667,80,10.0,1.507337,0.0941,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,32.222,90,10.0,1.476902,0.0922,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,37.778,100,10.0,1.448069,0.0904,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,43.333,110,10.0,1.419236,0.0886,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,48.889,120,10.0,1.392004,0.0869,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,54.444,130,10.0,1.366375,0.0853,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,60.0,140,10.0,1.340745,0.0837,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,65.556,150,10.0,1.316718,0.0822,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,71.111,160,10.0,1.29269,0.0807,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,76.667,170,10.0,1.270264,0.0793,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,82.222,180,10.0,1.24944,0.078,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,87.778,190,10.0,1.228616,0.0767,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,93.333,200,10.0,1.207792,0.0754,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,98.889,210,10.0,1.18857,0.0742,calculo_supresion.xlsx tabla_temperatura
FK-5-1-12,104.444,220,10.0,1.169348,0.073,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,6.7,0.595887,0.0372,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,6.7,0.58147,0.0363,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,6.7,0.568655,0.0355,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,6.7,0.555841,0.0347,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,6.7,0.544628,0.034,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,6.7,0.531813,0.0332,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,6.7,0.5206,0.0325,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,6.7,0.510989,0.0319,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,6.7,0.499776,0.0312,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,6.7,0.490165,0.0306,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,6.7,0.480554,0.03,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,6.7,0.472545,0.0295,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,6.7,0.462934,0.0289,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,6.7,0.454924,0.0284,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,7.0,0.62472,0.039,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,7.0,0.610303,0.0381,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,7.0,0.595887,0.0372,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,7.0,0.583072,0.0364,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,7.0,0.570257,0.0356,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,7.0,0.557443,0.0348,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,7.0,0.54623,0.0341,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,7.0,0.535017,0.0334,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,7.0,0.523804,0.0327,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,7.0,0.514193,0.0321,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,7.0,0.504582,0.0315,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,7.0,0.494971,0.0309,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,7.0,0.485359,0.0303,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,7.0,0.47735,0.0298,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,7.17,0.640739,0.04,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,7.17,0.626322,0.0391,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,7.17,0.611905,0.0382,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,7.17,0.597489,0.0373,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,7.17,0.584674,0.0365,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,7.17,0.571859,0.0357,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,7.17,0.560646,0.035,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,7.17,0.549433,0.0343,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,7.17,0.53822,0.0336,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,7.17,0.527007,0.0329,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,7.17,0.517396,0.0323,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,7.17,0.507785,0.0317,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,7.17,0.498174,0.0311,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,7.17,0.488563,0.0305,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,7.2,0.643942,0.0402,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,7.2,0.627924,0.0392,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,7.2,0.615109,0.0384,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,7.2,0.600692,0.0375,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,7.2,0.587878,0.0367,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,7.2,0.575063,0.0359,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,7.2,0.56385,0.0352,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,7.2,0.551035,0.0344,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,7.2,0.539822,0.0337,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,7.2,0.530211,0.0331,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,7.2,0.518998,0.0324,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,7.2,0.509387,0.0318,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,7.2,0.499776,0.0312,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,7.2,0.491767,0.0307,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,8.0,0.720831,0.045,calculo_supresion.xlsx tabla_temperatura corrected_decimal_outlier
FM-200,-6.667,20,8.0,0.704812,0.044,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,8.0,0.688794,0.043,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,8.0,0.672775,0.042,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,8.0,0.658359,0.0411,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,8.0,0.643942,0.0402,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,8.0,0.631127,0.0394,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,8.0,0.618313,0.0386,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,8.0,0.605498,0.0378,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,8.0,0.594285,0.0371,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,8.0,0.583072,0.0364,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,8.0,0.571859,0.0357,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,8.0,0.560646,0.035,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,8.0,0.551035,0.0344,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,8.1,0.730442,0.0456,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,8.1,0.714423,0.0446,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,8.1,0.698405,0.0436,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,8.1,0.682387,0.0426,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,8.1,0.66797,0.0417,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,8.1,0.653553,0.0408,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,8.1,0.639137,0.0399,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,8.1,0.626322,0.0391,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,8.1,0.613507,0.0383,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,8.1,0.602294,0.0376,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,8.1,0.591081,0.0369,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,8.1,0.579868,0.0362,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,8.1,0.568655,0.0355,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,8.1,0.559044,0.0349,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,8.97,0.816942,0.051,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,8.97,0.797719,0.0498,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,8.97,0.780099,0.0487,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,8.97,0.762479,0.0476,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,8.97,0.74646,0.0466,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,8.97,0.730442,0.0456,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,8.97,0.714423,0.0446,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,8.97,0.700007,0.0437,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,8.97,0.687192,0.0429,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,8.97,0.672775,0.042,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,8.97,0.659961,0.0412,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,8.97,0.647146,0.0404,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,8.97,0.635933,0.0397,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,8.97,0.62472,0.039,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,9.0,0.820145,0.0512,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,9.0,0.800923,0.05,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,9.0,0.783303,0.0489,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,9.0,0.765683,0.0478,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,9.0,0.749664,0.0468,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,9.0,0.733646,0.0458,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,9.0,0.717627,0.0448,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,9.0,0.703211,0.0439,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,9.0,0.688794,0.043,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,9.0,0.675979,0.0422,calculo_supresion.xlsx tabla_temperatura corrected_decimal_outlier
FM-200,43.333,110,9.0,0.663164,0.0414,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,9.0,0.65035,0.0406,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,9.0,0.637535,0.0398,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,9.0,0.626322,0.0391,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,10.0,0.921062,0.0575,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,10.0,0.900238,0.0562,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,10.0,0.879414,0.0549,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,10.0,0.860191,0.0537,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,10.0,0.840969,0.0525,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,10.0,0.823349,0.0514,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,10.0,0.805729,0.0503,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,10.0,0.78971,0.0493,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,10.0,0.773692,0.0483,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,10.0,0.759275,0.0474,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,10.0,0.744859,0.0465,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,10.0,0.730442,0.0456,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,10.0,0.716025,0.0447,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,10.0,0.703211,0.0439,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,11.0,1.025182,0.064,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,11.0,1.001154,0.0625,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,11.0,0.978728,0.0611,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,11.0,0.956302,0.0597,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,11.0,0.935478,0.0584,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,11.0,0.916256,0.0572,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,11.0,0.897034,0.056,calculo_supresion.xlsx tabla_temperatura
